Date,1549,1546,1019,1547,1304,1072,1026,1302,1548,2023,2061,1279,2060,2335,1553,1254,1186,1303,2348,2022,1159,2062,1258,2255,1510,1543,1252,1234,2453,1153,2313,1194,2449,1251,2318,1274,1205,1035,3114,2539,2537,1235,1059,2251,1550,1172,3107,2412,1036,2521,3101,1264,3099,1267,1259,1161,1166,1284,3102,2339,1055,1551,2306,1271,2429,2411,2420,2391,2386,2392,1504,1552,1093,2456,2540,2385,1043,1524,2427,1042,1801,2389,1240,3106,2367,1027,1255,1102,1198,2500,1101,1802,1100,1104,2499,1169,2426,1108,1106,1525,2447,1268,2424,1261,1037,2101,1195,2415,2538,1220,1193,2523,2501,1133,2408,3115,1196,1110,1052,2430,1151,1134,2117,2103,1190,2344,3097,1074,1129,1023,2361,1200,1150,3104,2343,2396,1201,1015,2109,2100,2107,1103,2353,1020,1149,2307,1273,1218,2357,2405,2319,1137,2324,1538,2346,1283,1126,2518,1262,2441,2409,2406,3116,2498,2369,3117,1185,1045,1044,1105,1047,2418,1238,3105,1022,1604,2368,2437,1541,1123,2102,2118,1107,9050,2111,1171,1539,2488,1213,3120,2360,1122,1058,2413,1286,2416,2452,2446,1248,2110,2451,2419,2106,1249,1121,1288,1141,1554,1048,1119,1018,2545,2315,2373,1211,2514,2105,9290,1308,1606
2024-01-01,20,0,0,0,0,13,15,0,30,8,4,8,4,5,9,24,27,0,16,3,5,0,7,12,65,0,21,8,1,15,19,15,2,14,5,20,0,15,23,7,0,11,1,0,6,11,10,2,4,14,20,16,0,7,10,0,15,18,15,0,15,0,6,15,14,32,13,25,25,16,7,0,12,0,3,0,0,0,0,0,0,11,10,26,12,16,4,8,16,7,14,0,14,12,4,0,17,17,13,11,0,9,0,0,0,0,12,0,19,18,0,16,0,2,12,0,18,5,0,17,1,0,14,3,0,9,0,26,9,0,9,0,0,18,9,11,0,0,0,7,7,7,0,0,0,12,10,0,0,12,5,5,3,1,7,0,0,3,0,21,36,32,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,21,0,0,1,0,0,14,2,7,58,33,37,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02,19,50,22,0,5,14,15,0,30,7,7,13,7,10,10,22,28,3,19,4,6,1,7,12,49,0,24,10,2,15,19,16,4,14,10,25,0,9,23,8,0,10,0,0,6,9,9,8,13,18,20,16,3,6,4,15,15,19,15,0,15,19,9,18,23,33,16,23,25,22,12,23,13,17,4,6,2,0,11,0,12,7,9,26,12,20,4,8,16,10,14,6,17,12,3,6,20,15,14,13,0,12,9,0,0,1,10,6,21,18,0,14,1,4,11,8,20,11,23,18,4,5,13,2,0,11,9,28,8,2,10,3,12,18,10,14,10,0,2,11,12,11,28,6,2,11,11,6,0,12,6,4,4,10,12,4,3,2,1,21,27,43,5,9,0,3,12,0,17,13,0,2,85,12,0,0,0,0,0,4,6,4,3,0,13,3,5,10,26,5,9,1,0,1,9,1,9,53,47,37,8,2,1,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-03,19,42,23,2,1,17,15,2,30,7,7,14,11,11,13,24,28,3,21,4,7,2,8,14,48,0,37,10,3,15,17,15,1,15,8,22,0,14,22,7,0,10,0,13,6,10,9,11,13,21,21,17,6,3,4,18,15,18,16,1,15,28,7,21,21,25,15,24,23,24,12,20,12,15,3,5,3,0,11,0,16,6,10,26,11,21,4,8,18,9,12,8,17,12,3,8,19,15,15,12,0,14,8,7,10,2,10,6,22,16,0,14,1,4,10,8,17,8,23,23,4,4,11,4,0,11,11,25,11,5,10,7,12,17,6,16,21,0,11,13,10,13,27,5,3,11,8,9,0,13,6,5,5,11,13,2,4,2,1,19,37,37,4,8,5,4,12,14,16,9,8,0,70,12,0,0,5,0,10,4,7,4,2,0,16,3,4,0,21,5,2,0,0,0,9,7,11,37,42,39,4,6,2,18,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-04,19,44,18,4,3,17,15,4,29,8,6,13,7,9,14,25,28,3,20,4,6,1,9,15,36,0,23,10,1,15,19,13,5,15,8,18,0,12,23,5,0,12,0,13,6,11,10,9,11,24,19,17,5,3,4,11,15,18,14,1,15,26,10,21,18,31,15,24,22,23,11,23,12,40,6,2,11,0,11,0,10,7,9,27,8,24,4,8,16,11,12,5,14,12,3,10,19,16,17,12,0,10,10,12,10,2,7,5,24,16,0,14,1,2,13,8,19,9,15,25,4,6,14,2,0,12,11,25,10,5,10,14,7,18,6,14,10,0,0,10,12,16,26,9,2,12,12,8,0,12,6,6,5,6,15,8,3,1,2,13,40,42,8,7,8,4,8,14,13,6,9,2,64,11,0,0,6,0,9,2,2,1,2,0,16,4,5,2,21,6,3,2,0,2,4,4,9,43,33,42,6,4,3,16,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-05,20,44,16,7,3,17,15,0,30,6,3,14,6,7,15,24,28,0,21,5,6,4,7,12,54,0,30,10,3,15,20,9,4,15,8,14,0,13,20,6,0,11,0,13,6,16,10,5,8,20,20,15,8,10,0,15,15,17,16,1,15,31,5,10,16,34,14,22,21,21,6,18,11,28,9,4,13,0,1,0,13,8,9,26,6,23,4,8,17,13,10,3,15,9,4,2,17,14,18,11,0,12,9,8,0,3,9,7,18,18,0,14,5,2,8,0,21,9,23,19,2,3,9,4,0,15,12,24,10,1,10,14,6,18,7,14,15,0,1,9,9,15,26,7,0,13,6,5,0,10,7,6,5,1,14,5,7,0,2,13,40,38,6,7,7,4,2,14,16,8,0,4,76,11,0,0,1,0,0,8,8,4,2,0,16,2,4,4,16,5,1,3,0,2,11,4,9,59,42,34,6,2,1,19,6,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-06,20,0,0,0,0,17,14,0,30,5,3,14,3,5,15,24,29,0,22,3,6,0,8,12,53,0,17,10,2,15,19,15,3,14,8,19,0,9,20,5,0,10,0,11,6,16,9,4,10,20,22,15,0,8,12,0,16,19,16,0,15,0,5,12,17,32,11,23,22,20,6,0,11,0,5,0,0,0,0,0,0,8,9,25,5,23,4,7,16,8,9,0,12,12,3,0,18,15,18,10,0,11,0,0,0,0,9,0,19,17,0,15,0,2,7,0,23,10,0,24,2,0,6,3,0,14,0,25,9,0,8,0,0,17,6,12,0,0,0,8,6,14,0,0,0,12,4,0,0,7,6,5,5,0,6,0,0,0,0,22,38,40,0,5,8,0,0,0,0,1,0,0,59,0,0,0,3,0,0,1,0,0,2,0,21,0,0,0,17,0,0,2,0,1,9,4,12,60,40,31,5,4,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-07,20,0,0,0,0,15,16,0,30,4,6,13,4,5,17,24,29,0,23,4,6,0,8,15,52,0,17,10,3,15,18,15,5,15,8,19,0,15,21,6,0,11,0,13,6,16,9,8,7,25,21,16,0,8,4,0,16,18,16,0,14,0,6,15,16,32,12,22,20,24,6,0,10,0,9,0,0,0,0,0,0,10,9,25,7,23,4,7,16,11,12,0,12,11,4,0,19,14,18,11,0,11,0,0,0,0,11,0,24,18,0,15,0,1,11,0,26,11,0,21,2,0,14,4,0,12,0,25,9,0,9,0,0,18,8,13,0,0,0,11,8,11,0,0,0,9,8,0,0,11,6,6,5,0,11,0,0,1,0,18,36,42,0,8,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,13,0,0,0,25,0,0,2,0,0,11,4,10,45,24,38,5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-08,19,35,15,8,4,20,20,5,29,3,9,14,7,8,14,24,28,2,20,3,6,2,6,18,37,0,23,15,3,15,19,15,4,15,10,23,0,9,19,7,15,12,25,13,7,16,10,8,16,24,20,21,6,9,0,14,23,16,16,0,15,29,11,14,17,31,16,19,19,18,9,18,10,47,11,3,13,9,13,15,15,7,8,25,9,22,4,6,9,15,15,15,19,10,4,12,22,12,18,12,0,15,9,18,10,0,12,11,21,19,11,16,8,2,13,8,25,8,15,18,3,6,13,5,2,12,12,27,9,9,10,12,9,18,9,13,23,7,5,18,10,13,25,2,2,11,7,2,0,14,6,6,3,5,20,10,3,1,3,12,30,37,7,8,11,5,13,22,15,7,7,0,81,13,2,1,6,0,10,3,8,6,3,7,14,3,3,5,15,6,4,3,0,0,7,6,10,39,24,47,3,6,2,30,5,5,3,19,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-09,19,41,23,5,6,14,22,6,30,6,9,14,6,11,15,24,25,2,22,3,6,3,7,23,38,0,17,20,1,15,20,16,3,16,15,20,0,13,21,7,19,12,18,15,6,16,10,10,11,20,21,22,7,18,0,13,21,18,16,2,15,30,10,6,13,27,11,20,19,20,11,15,11,26,10,17,19,9,10,11,14,6,8,25,11,21,4,5,8,14,14,12,16,11,4,11,20,11,17,12,7,11,8,25,11,1,14,7,17,20,13,14,0,3,12,7,26,12,22,17,2,5,9,8,2,13,11,25,9,5,10,18,10,18,9,16,29,6,1,14,13,7,24,8,2,8,10,5,2,14,5,6,4,7,23,6,5,0,1,14,28,33,6,12,12,4,10,15,12,6,6,4,60,12,2,2,9,0,10,7,6,6,3,7,18,2,12,2,19,5,10,3,8,1,6,3,7,37,25,31,5,4,2,28,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0
