,Date,Code UF,max,min,médiane
143,2024-05-23,1549,15,15,15.0
144,2024-05-24,1549,15,15,15.0
145,2024-05-25,1549,14,14,14.0
146,2024-05-26,1549,15,15,15.0
147,2024-05-27,1549,12,12,12.0
148,2024-05-28,1549,15,15,15.0
149,2024-05-29,1549,15,15,15.0
150,2024-05-30,1549,14,14,14.0
151,2024-05-31,1549,15,15,15.0
152,2024-06-01,1549,15,15,15.0
153,2024-06-02,1549,15,15,15.0
154,2024-06-03,1549,16,16,16.0
155,2024-06-04,1549,16,16,16.0
156,2024-06-05,1549,16,16,16.0
157,2024-06-06,1549,16,16,16.0
158,2024-06-07,1549,15,15,15.0
159,2024-06-08,1549,13,13,13.0
160,2024-06-09,1549,13,13,13.0
161,2024-06-10,1549,15,15,15.0
162,2024-06-11,1549,15,15,15.0
163,2024-06-12,1549,15,15,15.0
164,2024-06-13,1549,15,15,15.0
165,2024-06-14,1549,15,15,15.0
166,2024-06-15,1549,15,15,15.0
167,2024-06-16,1549,15,15,15.0
168,2024-06-17,1549,15,15,15.0
169,2024-06-18,1549,15,15,15.0
170,2024-06-19,1549,14,14,14.0
171,2024-06-20,1549,15,15,15.0
172,2024-06-21,1549,14,14,14.0
173,2024-06-22,1549,14,14,14.0
174,2024-06-23,1549,13,13,13.0
175,2024-06-24,1549,14,14,14.0
176,2024-06-25,1549,13,13,13.0
177,2024-06-26,1549,14,14,14.0
178,2024-06-27,1549,15,15,15.0
179,2024-06-28,1549,15,15,15.0
180,2024-06-29,1549,15,15,15.0
181,2024-06-30,1549,14,14,14.0
182,2024-07-01,1549,15,15,15.0
183,2024-07-02,1549,14,14,14.0
184,2024-07-03,1549,15,15,15.0
185,2024-07-04,1549,15,15,15.0
186,2024-07-05,1549,15,15,15.0
187,2024-07-06,1549,15,15,15.0
188,2024-07-07,1549,15,15,15.0
189,2024-07-08,1549,15,15,15.0
190,2024-07-09,1549,15,15,15.0
191,2024-07-10,1549,15,15,15.0
192,2024-07-11,1549,15,15,15.0
193,2024-07-12,1549,15,15,15.0
194,2024-07-13,1549,15,15,15.0
195,2024-07-14,1549,15,15,15.0
196,2024-07-15,1549,13,13,13.0
197,2024-07-16,1549,14,14,14.0
198,2024-07-17,1549,14,14,14.0
199,2024-07-18,1549,15,15,15.0
200,2024-07-19,1549,15,15,15.0
201,2024-07-20,1549,15,15,15.0
202,2024-07-21,1549,15,15,15.0
203,2024-07-22,1549,15,15,15.0
204,2024-07-23,1549,15,15,15.0
205,2024-07-24,1549,15,15,15.0
206,2024-07-25,1549,15,15,15.0
207,2024-07-26,1549,15,15,15.0
208,2024-07-27,1549,15,15,15.0
209,2024-07-28,1549,14,14,14.0
210,2024-07-29,1549,14,14,14.0
211,2024-07-30,1549,15,15,15.0
212,2024-07-31,1549,15,15,15.0
213,2024-08-01,1549,15,15,15.0
214,2024-08-02,1549,15,15,15.0
215,2024-08-03,1549,15,15,15.0
216,2024-08-04,1549,15,15,15.0
217,2024-08-05,1549,15,15,15.0
218,2024-08-06,1549,15,15,15.0
219,2024-08-07,1549,15,15,15.0
220,2024-08-08,1549,15,15,15.0
221,2024-08-09,1549,15,15,15.0
222,2024-08-10,1549,15,15,15.0
223,2024-08-11,1549,15,15,15.0
224,2024-08-12,1549,14,14,14.0
225,2024-08-13,1549,15,15,15.0
226,2024-08-14,1549,15,15,15.0
227,2024-08-15,1549,15,15,15.0
228,2024-08-16,1549,15,15,15.0
229,2024-08-17,1549,14,14,14.0
230,2024-08-18,1549,14,14,14.0
231,2024-08-19,1549,13,13,13.0
232,2024-08-20,1549,14,14,14.0
233,2024-08-21,1549,15,15,15.0
234,2024-08-22,1549,15,15,15.0
235,2024-08-23,1549,15,15,15.0
236,2024-08-24,1549,14,14,14.0
237,2024-08-25,1549,14,14,14.0
238,2024-08-26,1549,15,15,15.0
239,2024-08-27,1549,15,15,15.0
240,2024-08-28,1549,15,15,15.0
241,2024-08-29,1549,15,15,15.0
242,2024-08-30,1549,15,15,15.0
243,2024-08-31,1549,15,15,15.0
244,2024-09-01,1549,15,15,15.0
245,2024-09-02,1549,15,15,15.0
246,2024-09-03,1549,13,13,13.0
247,2024-09-04,1549,15,15,15.0
248,2024-09-05,1549,15,15,15.0
249,2024-09-06,1549,15,15,15.0
250,2024-09-07,1549,15,15,15.0
251,2024-09-08,1549,15,15,15.0
252,2024-09-09,1549,13,13,13.0
253,2024-09-10,1549,14,14,14.0
254,2024-09-11,1549,15,15,15.0
255,2024-09-12,1549,14,14,14.0
256,2024-09-13,1549,14,14,14.0
257,2024-09-14,1549,14,14,14.0
258,2024-09-15,1549,14,14,14.0
259,2024-09-16,1549,15,15,15.0
260,2024-09-17,1549,15,15,15.0
261,2024-09-18,1549,15,15,15.0
262,2024-09-19,1549,15,15,15.0
263,2024-09-20,1549,15,15,15.0
264,2024-09-21,1549,15,15,15.0
265,2024-09-22,1549,15,15,15.0
266,2024-09-23,1549,14,14,14.0
267,2024-09-24,1549,15,15,15.0
268,2024-09-25,1549,15,15,15.0
269,2024-09-26,1549,15,15,15.0
270,2024-09-27,1549,15,15,15.0
271,2024-09-28,1549,15,15,15.0
272,2024-09-29,1549,15,15,15.0
273,2024-09-30,1549,13,13,13.0
274,2024-10-01,1549,15,15,15.0
275,2024-10-02,1549,15,15,15.0
276,2024-10-03,1549,15,15,15.0
277,2024-10-04,1549,15,15,15.0
278,2024-10-05,1549,15,15,15.0
279,2024-10-06,1549,15,15,15.0
280,2024-10-07,1549,15,15,15.0
281,2024-10-08,1549,14,14,14.0
282,2024-10-09,1549,14,14,14.0
283,2024-10-10,1549,17,17,17.0
284,2024-10-11,1549,19,19,19.0
285,2024-10-12,1549,20,20,20.0
286,2024-10-13,1549,20,20,20.0
287,2024-10-14,1549,20,20,20.0
288,2024-10-15,1549,19,19,19.0
289,2024-10-16,1549,20,20,20.0
290,2024-10-17,1549,20,20,20.0
291,2024-10-18,1549,20,20,20.0
292,2024-10-19,1549,20,20,20.0
293,2024-10-20,1549,20,20,20.0
294,2024-10-21,1549,19,19,19.0
295,2024-10-22,1549,20,20,20.0
296,2024-10-23,1549,20,20,20.0
297,2024-10-24,1549,20,20,20.0
298,2024-10-25,1549,19,19,19.0
299,2024-10-26,1549,18,18,18.0
300,2024-10-27,1549,19,19,19.0
301,2024-10-28,1549,19,19,19.0
302,2024-10-29,1549,19,19,19.0
303,2024-10-30,1549,19,19,19.0
304,2024-10-31,1549,18,18,18.0
305,2024-11-01,1549,18,18,18.0
306,2024-11-02,1549,18,18,18.0
307,2024-11-03,1549,16,16,16.0
308,2024-11-04,1549,18,18,18.0
309,2024-11-05,1549,19,19,19.0
310,2024-11-06,1549,18,18,18.0
311,2024-11-07,1549,19,19,19.0
312,2024-11-08,1549,20,20,20.0
313,2024-11-09,1549,19,19,19.0
314,2024-11-10,1549,19,19,19.0
315,2024-11-11,1549,19,19,19.0
316,2024-11-12,1549,19,19,19.0
317,2024-11-13,1549,19,19,19.0
318,2024-11-14,1549,19,19,19.0
319,2024-11-15,1549,18,18,18.0
320,2024-11-16,1549,18,18,18.0
321,2024-11-17,1549,18,18,18.0
322,2024-11-18,1549,19,19,19.0
323,2024-11-19,1549,19,19,19.0
324,2024-11-20,1549,18,18,18.0
325,2024-11-21,1549,19,19,19.0
326,2024-11-22,1549,19,19,19.0
327,2024-11-23,1549,19,19,19.0
328,2024-11-24,1549,19,19,19.0
329,2024-11-25,1549,19,19,19.0
330,2024-11-26,1549,19,19,19.0
331,2024-11-27,1549,19,19,19.0
332,2024-11-28,1549,19,19,19.0
333,2024-11-29,1549,18,18,18.0
334,2024-11-30,1549,17,17,17.0
335,2024-12-01,1549,17,17,17.0
336,2024-12-02,1549,17,17,17.0
337,2024-12-03,1549,16,16,16.0
338,2024-12-04,1549,17,17,17.0
339,2024-12-05,1549,17,17,17.0
340,2024-12-06,1549,16,16,16.0
341,2024-12-07,1549,16,16,16.0
342,2024-12-08,1549,16,16,16.0
343,2024-12-09,1549,16,16,16.0
344,2024-12-10,1549,17,17,17.0
345,2024-12-11,1549,17,17,17.0
346,2024-12-12,1549,17,17,17.0
347,2024-12-13,1549,16,16,16.0
348,2024-12-14,1549,15,15,15.0
349,2024-12-15,1549,17,17,17.0
350,2024-12-16,1549,16,16,16.0
351,2024-12-17,1549,14,14,14.0
352,2024-12-18,1549,14,14,14.0
353,2024-12-19,1549,15,15,15.0
354,2024-12-20,1549,15,15,15.0
355,2024-12-21,1549,15,15,15.0
356,2024-12-22,1549,15,15,15.0
357,2024-12-23,1549,11,11,11.0
358,2024-12-24,1549,8,8,8.0
359,2024-12-25,1549,7,7,7.0
360,2024-12-26,1549,8,8,8.0
361,2024-12-27,1549,7,7,7.0
362,2024-12-28,1549,8,8,8.0
363,2024-12-29,1549,7,7,7.0
364,2024-12-30,1549,3,3,3.0
365,2024-12-31,1549,0,0,0.0
366,2024-01-01,1546,0,0,0.0
367,2024-01-02,1546,50,50,50.0
368,2024-01-03,1546,42,42,42.0
369,2024-01-04,1546,44,44,44.0
370,2024-01-05,1546,44,44,44.0
371,2024-01-06,1546,0,0,0.0
372,2024-01-07,1546,0,0,0.0
373,2024-01-08,1546,35,35,35.0
374,2024-01-09,1546,41,41,41.0
375,2024-01-10,1546,39,39,39.0
376,2024-01-11,1546,39,39,39.0
377,2024-01-12,1546,38,38,38.0
378,2024-01-13,1546,0,0,0.0
379,2024-01-14,1546,0,0,0.0
380,2024-01-15,1546,36,36,36.0
381,2024-01-16,1546,41,41,41.0
382,2024-01-17,1546,42,42,42.0
383,2024-01-18,1546,39,39,39.0
384,2024-01-19,1546,45,45,45.0
385,2024-01-20,1546,0,0,0.0
386,2024-01-21,1546,0,0,0.0
387,2024-01-22,1546,38,38,38.0
388,2024-01-23,1546,40,40,40.0
389,2024-01-24,1546,32,32,32.0
390,2024-01-25,1546,37,37,37.0
391,2024-01-26,1546,32,32,32.0
392,2024-01-27,1546,0,0,0.0
393,2024-01-28,1546,0,0,0.0
394,2024-01-29,1546,37,37,37.0
395,2024-01-30,1546,42,42,42.0
396,2024-01-31,1546,36,36,36.0
397,2024-02-01,1546,41,41,41.0
398,2024-02-02,1546,42,42,42.0
399,2024-02-03,1546,0,0,0.0
400,2024-02-04,1546,0,0,0.0
401,2024-02-05,1546,41,41,41.0
402,2024-02-06,1546,38,38,38.0
403,2024-02-07,1546,40,40,40.0
404,2024-02-08,1546,44,44,44.0
405,2024-02-09,1546,48,48,48.0
406,2024-02-10,1546,0,0,0.0
407,2024-02-11,1546,0,0,0.0
408,2024-02-12,1546,40,40,40.0
409,2024-02-13,1546,39,39,39.0
410,2024-02-14,1546,42,42,42.0
411,2024-02-15,1546,40,40,40.0
412,2024-02-16,1546,40,40,40.0
413,2024-02-17,1546,0,0,0.0
414,2024-02-18,1546,0,0,0.0
415,2024-02-19,1546,32,32,32.0
416,2024-02-20,1546,38,38,38.0
417,2024-02-21,1546,30,30,30.0
418,2024-02-22,1546,39,39,39.0
419,2024-02-23,1546,36,36,36.0
420,2024-02-24,1546,0,0,0.0
421,2024-02-25,1546,0,0,0.0
422,2024-02-26,1546,40,40,40.0
423,2024-02-27,1546,43,43,43.0
424,2024-02-28,1546,42,42,42.0
425,2024-02-29,1546,47,47,47.0
426,2024-03-01,1546,45,45,45.0
427,2024-03-02,1546,0,0,0.0
428,2024-03-03,1546,0,0,0.0
429,2024-03-04,1546,38,38,38.0
430,2024-03-05,1546,36,36,36.0
431,2024-03-06,1546,38,38,38.0
432,2024-03-07,1546,37,37,37.0
433,2024-03-08,1546,39,39,39.0
434,2024-03-09,1546,0,0,0.0
435,2024-03-10,1546,0,0,0.0
436,2024-03-11,1546,36,36,36.0
437,2024-03-12,1546,40,40,40.0
438,2024-03-13,1546,44,44,44.0
439,2024-03-14,1546,43,43,43.0
440,2024-03-15,1546,38,38,38.0
441,2024-03-16,1546,0,0,0.0
442,2024-03-17,1546,0,0,0.0
443,2024-03-18,1546,44,44,44.0
444,2024-03-19,1546,43,43,43.0
445,2024-03-20,1546,30,30,30.0
446,2024-03-21,1546,39,39,39.0
447,2024-03-22,1546,37,37,37.0
448,2024-03-23,1546,0,0,0.0
449,2024-03-24,1546,0,0,0.0
450,2024-03-25,1546,38,38,38.0
451,2024-03-26,1546,46,46,46.0
452,2024-03-27,1546,39,39,39.0
453,2024-03-28,1546,39,39,39.0
454,2024-03-29,1546,46,46,46.0
455,2024-03-30,1546,0,0,0.0
456,2024-03-31,1546,0,0,0.0
457,2024-04-01,1546,0,0,0.0
458,2024-04-02,1546,44,44,44.0
459,2024-04-03,1546,42,42,42.0
460,2024-04-04,1546,35,35,35.0
461,2024-04-05,1546,44,44,44.0
462,2024-04-06,1546,0,0,0.0
463,2024-04-07,1546,0,0,0.0
464,2024-04-08,1546,43,43,43.0
465,2024-04-09,1546,42,42,42.0
466,2024-04-10,1546,41,41,41.0
467,2024-04-11,1546,38,38,38.0
468,2024-04-12,1546,42,42,42.0
469,2024-04-13,1546,0,0,0.0
470,2024-04-14,1546,0,0,0.0
471,2024-04-15,1546,35,35,35.0
472,2024-04-16,1546,40,40,40.0
473,2024-04-17,1546,34,34,34.0
474,2024-04-18,1546,37,37,37.0
475,2024-04-19,1546,34,34,34.0
476,2024-04-20,1546,0,0,0.0
477,2024-04-21,1546,0,0,0.0
478,2024-04-22,1546,37,37,37.0
479,2024-04-23,1546,45,45,45.0
480,2024-04-24,1546,43,43,43.0
481,2024-04-25,1546,41,41,41.0
482,2024-04-26,1546,42,42,42.0
483,2024-04-27,1546,0,0,0.0
484,2024-04-28,1546,0,0,0.0
485,2024-04-29,1546,35,35,35.0
486,2024-04-30,1546,44,44,44.0
487,2024-05-01,1546,0,0,0.0
488,2024-05-02,1546,47,47,47.0
489,2024-05-03,1546,44,44,44.0
490,2024-05-04,1546,0,0,0.0
491,2024-05-05,1546,0,0,0.0
492,2024-05-06,1546,42,42,42.0
493,2024-05-07,1546,46,46,46.0
494,2024-05-08,1546,28,28,28.0
495,2024-05-09,1546,0,0,0.0
496,2024-05-10,1546,44,44,44.0
497,2024-05-11,1546,0,0,0.0
498,2024-05-12,1546,0,0,0.0
499,2024-05-13,1546,41,41,41.0
500,2024-05-14,1546,45,45,45.0
501,2024-05-15,1546,40,40,40.0
502,2024-05-16,1546,44,44,44.0
503,2024-05-17,1546,40,40,40.0
504,2024-05-18,1546,0,0,0.0
505,2024-05-19,1546,0,0,0.0
506,2024-05-20,1546,0,0,0.0
507,2024-05-21,1546,43,43,43.0
508,2024-05-22,1546,41,41,41.0
509,2024-05-23,1546,44,44,44.0
510,2024-05-24,1546,41,41,41.0
511,2024-05-25,1546,0,0,0.0
512,2024-05-26,1546,0,0,0.0
513,2024-05-27,1546,39,39,39.0
514,2024-05-28,1546,40,40,40.0
515,2024-05-29,1546,44,44,44.0
516,2024-05-30,1546,42,42,42.0
517,2024-05-31,1546,44,44,44.0
518,2024-06-01,1546,0,0,0.0
519,2024-06-02,1546,0,0,0.0
520,2024-06-03,1546,32,32,32.0
521,2024-06-04,1546,41,41,41.0
522,2024-06-05,1546,42,42,42.0
523,2024-06-06,1546,28,28,28.0
524,2024-06-07,1546,34,34,34.0
525,2024-06-08,1546,0,0,0.0
526,2024-06-09,1546,0,0,0.0
527,2024-06-10,1546,36,36,36.0
528,2024-06-11,1546,43,43,43.0
529,2024-06-12,1546,40,40,40.0
530,2024-06-13,1546,40,40,40.0
531,2024-06-14,1546,38,38,38.0
532,2024-06-15,1546,0,0,0.0
533,2024-06-16,1546,0,0,0.0
534,2024-06-17,1546,35,35,35.0
535,2024-06-18,1546,38,38,38.0
536,2024-06-19,1546,41,41,41.0
537,2024-06-20,1546,43,43,43.0
538,2024-06-21,1546,38,38,38.0
539,2024-06-22,1546,0,0,0.0
540,2024-06-23,1546,0,0,0.0
541,2024-06-24,1546,39,39,39.0
542,2024-06-25,1546,43,43,43.0
543,2024-06-26,1546,41,41,41.0
544,2024-06-27,1546,42,42,42.0
545,2024-06-28,1546,45,45,45.0
546,2024-06-29,1546,0,0,0.0
547,2024-06-30,1546,0,0,0.0
548,2024-07-01,1546,41,41,41.0
549,2024-07-02,1546,39,39,39.0
550,2024-07-03,1546,43,43,43.0
551,2024-07-04,1546,33,33,33.0
552,2024-07-05,1546,37,37,37.0
553,2024-07-06,1546,0,0,0.0
554,2024-07-07,1546,0,0,0.0
555,2024-07-08,1546,39,39,39.0
556,2024-07-09,1546,46,46,46.0
557,2024-07-10,1546,40,40,40.0
558,2024-07-11,1546,38,38,38.0
559,2024-07-12,1546,41,41,41.0
560,2024-07-13,1546,0,0,0.0
561,2024-07-14,1546,0,0,0.0
562,2024-07-15,1546,39,39,39.0
563,2024-07-16,1546,43,43,43.0
564,2024-07-17,1546,38,38,38.0
565,2024-07-18,1546,39,39,39.0
566,2024-07-19,1546,40,40,40.0
567,2024-07-20,1546,0,0,0.0
568,2024-07-21,1546,0,0,0.0
569,2024-07-22,1546,37,37,37.0
570,2024-07-23,1546,38,38,38.0
571,2024-07-24,1546,38,38,38.0
572,2024-07-25,1546,35,35,35.0
573,2024-07-26,1546,44,44,44.0
574,2024-07-27,1546,0,0,0.0
575,2024-07-28,1546,0,0,0.0
576,2024-07-29,1546,40,40,40.0
577,2024-07-30,1546,36,36,36.0
578,2024-07-31,1546,38,38,38.0
579,2024-08-01,1546,39,39,39.0
580,2024-08-02,1546,41,41,41.0
581,2024-08-03,1546,0,0,0.0
582,2024-08-04,1546,0,0,0.0
583,2024-08-05,1546,34,34,34.0
584,2024-08-06,1546,42,42,42.0
585,2024-08-07,1546,35,35,35.0
586,2024-08-08,1546,39,39,39.0
587,2024-08-09,1546,37,37,37.0
588,2024-08-10,1546,0,0,0.0
589,2024-08-11,1546,0,0,0.0
590,2024-08-12,1546,41,41,41.0
591,2024-08-13,1546,40,40,40.0
592,2024-08-14,1546,42,42,42.0
593,2024-08-15,1546,0,0,0.0
594,2024-08-16,1546,44,44,44.0
595,2024-08-17,1546,0,0,0.0
596,2024-08-18,1546,0,0,0.0
597,2024-08-19,1546,44,44,44.0
598,2024-08-20,1546,45,45,45.0
599,2024-08-21,1546,43,43,43.0
600,2024-08-22,1546,42,42,42.0
601,2024-08-23,1546,44,44,44.0
602,2024-08-24,1546,0,0,0.0
603,2024-08-25,1546,0,0,0.0
604,2024-08-26,1546,39,39,39.0
605,2024-08-27,1546,41,41,41.0
606,2024-08-28,1546,40,40,40.0
607,2024-08-29,1546,31,31,31.0
608,2024-08-30,1546,38,38,38.0
609,2024-08-31,1546,0,0,0.0
610,2024-09-01,1546,0,0,0.0
611,2024-09-02,1546,36,36,36.0
612,2024-09-03,1546,43,43,43.0
613,2024-09-04,1546,35,35,35.0
614,2024-09-05,1546,37,37,37.0
615,2024-09-06,1546,42,42,42.0
616,2024-09-07,1546,0,0,0.0
617,2024-09-08,1546,0,0,0.0
618,2024-09-09,1546,39,39,39.0
619,2024-09-10,1546,34,34,34.0
620,2024-09-11,1546,40,40,40.0
621,2024-09-12,1546,34,34,34.0
622,2024-09-13,1546,36,36,36.0
623,2024-09-14,1546,0,0,0.0
624,2024-09-15,1546,0,0,0.0
625,2024-09-16,1546,42,42,42.0
626,2024-09-17,1546,41,41,41.0
627,2024-09-18,1546,38,38,38.0
628,2024-09-19,1546,40,40,40.0
629,2024-09-20,1546,41,41,41.0
630,2024-09-21,1546,0,0,0.0
631,2024-09-22,1546,0,0,0.0
632,2024-09-23,1546,42,42,42.0
633,2024-09-24,1546,36,36,36.0
634,2024-09-25,1546,35,35,35.0
635,2024-09-26,1546,35,35,35.0
636,2024-09-27,1546,38,38,38.0
637,2024-09-28,1546,0,0,0.0
638,2024-09-29,1546,0,0,0.0
639,2024-09-30,1546,38,38,38.0
640,2024-10-01,1546,39,39,39.0
641,2024-10-02,1546,33,33,33.0
642,2024-10-03,1546,38,38,38.0
643,2024-10-04,1546,37,37,37.0
644,2024-10-05,1546,0,0,0.0
645,2024-10-06,1546,0,0,0.0
646,2024-10-07,1546,35,35,35.0
647,2024-10-08,1546,37,37,37.0
648,2024-10-09,1546,40,40,40.0
649,2024-10-10,1546,37,37,37.0
650,2024-10-11,1546,35,35,35.0
651,2024-10-12,1546,0,0,0.0
652,2024-10-13,1546,0,0,0.0
653,2024-10-14,1546,37,37,37.0
654,2024-10-15,1546,34,34,34.0
655,2024-10-16,1546,35,35,35.0
656,2024-10-17,1546,35,35,35.0
657,2024-10-18,1546,41,41,41.0
658,2024-10-19,1546,0,0,0.0
659,2024-10-20,1546,0,0,0.0
660,2024-10-21,1546,37,37,37.0
661,2024-10-22,1546,38,38,38.0
662,2024-10-23,1546,40,40,40.0
663,2024-10-24,1546,40,40,40.0
664,2024-10-25,1546,37,37,37.0
665,2024-10-26,1546,0,0,0.0
666,2024-10-27,1546,0,0,0.0
667,2024-10-28,1546,39,39,39.0
668,2024-10-29,1546,44,44,44.0
669,2024-10-30,1546,43,43,43.0
670,2024-10-31,1546,43,43,43.0
671,2024-11-01,1546,0,0,0.0
672,2024-11-02,1546,0,0,0.0
673,2024-11-03,1546,0,0,0.0
674,2024-11-04,1546,39,39,39.0
675,2024-11-05,1546,43,43,43.0
676,2024-11-06,1546,44,44,44.0
677,2024-11-07,1546,36,36,36.0
678,2024-11-08,1546,39,39,39.0
679,2024-11-09,1546,0,0,0.0
680,2024-11-10,1546,0,0,0.0
681,2024-11-11,1546,0,0,0.0
682,2024-11-12,1546,52,52,52.0
683,2024-11-13,1546,44,44,44.0
684,2024-11-14,1546,35,35,35.0
685,2024-11-15,1546,44,44,44.0
686,2024-11-16,1546,0,0,0.0
687,2024-11-17,1546,0,0,0.0
688,2024-11-18,1546,39,39,39.0
689,2024-11-19,1546,42,42,42.0
690,2024-11-20,1546,39,39,39.0
691,2024-11-21,1546,35,35,35.0
692,2024-11-22,1546,35,35,35.0
693,2024-11-23,1546,0,0,0.0
694,2024-11-24,1546,0,0,0.0
695,2024-11-25,1546,37,37,37.0
696,2024-11-26,1546,39,39,39.0
697,2024-11-27,1546,38,38,38.0
