,Date,Code UF,max,min,médiane
8491,2024-03-14,2255,22,22,22.0
8492,2024-03-15,2255,15,14,15.0
8493,2024-03-16,2255,15,14,15.0
8494,2024-03-17,2255,19,17,19.0
8495,2024-03-18,2255,25,24,25.0
8496,2024-03-19,2255,24,23,24.0
8497,2024-03-20,2255,24,23,24.0
8498,2024-03-21,2255,24,23,24.0
8499,2024-03-22,2255,20,19,20.0
8500,2024-03-23,2255,19,18,19.0
8501,2024-03-24,2255,22,21,22.0
8502,2024-03-25,2255,21,20,21.0
8503,2024-03-26,2255,23,23,23.0
8504,2024-03-27,2255,21,21,21.0
8505,2024-03-28,2255,22,22,22.0
8506,2024-03-29,2255,22,22,22.0
8507,2024-03-30,2255,17,17,17.0
8508,2024-03-31,2255,17,17,17.0
8509,2024-04-01,2255,19,19,19.0
8510,2024-04-02,2255,22,21,22.0
8511,2024-04-03,2255,25,24,25.0
8512,2024-04-04,2255,20,20,20.0
8513,2024-04-05,2255,13,13,13.0
8514,2024-04-06,2255,13,13,13.0
8515,2024-04-07,2255,20,20,20.0
8516,2024-04-08,2255,22,22,22.0
8517,2024-04-09,2255,23,23,23.0
8518,2024-04-10,2255,22,22,22.0
8519,2024-04-11,2255,22,22,22.0
8520,2024-04-12,2255,13,13,13.0
8521,2024-04-13,2255,11,11,11.0
8522,2024-04-14,2255,14,14,14.0
8523,2024-04-15,2255,15,15,15.0
8524,2024-04-16,2255,17,17,17.0
8525,2024-04-17,2255,14,14,14.0
8526,2024-04-18,2255,14,14,14.0
8527,2024-04-19,2255,13,13,13.0
8528,2024-04-20,2255,10,10,10.0
8529,2024-04-21,2255,16,16,16.0
8530,2024-04-22,2255,15,15,15.0
8531,2024-04-23,2255,19,19,19.0
8532,2024-04-24,2255,20,20,20.0
8533,2024-04-25,2255,19,19,19.0
8534,2024-04-26,2255,20,20,20.0
8535,2024-04-27,2255,14,14,14.0
8536,2024-04-28,2255,18,18,18.0
8537,2024-04-29,2255,22,22,22.0
8538,2024-04-30,2255,18,18,18.0
8539,2024-05-01,2255,21,21,21.0
8540,2024-05-02,2255,19,19,19.0
8541,2024-05-03,2255,17,17,17.0
8542,2024-05-04,2255,12,12,12.0
8543,2024-05-05,2255,19,19,19.0
8544,2024-05-06,2255,21,21,21.0
8545,2024-05-07,2255,19,19,19.0
8546,2024-05-08,2255,15,15,15.0
8547,2024-05-09,2255,14,14,14.0
8548,2024-05-10,2255,15,15,15.0
8549,2024-05-11,2255,14,14,14.0
8550,2024-05-12,2255,19,19,19.0
8551,2024-05-13,2255,23,22,23.0
8552,2024-05-14,2255,23,22,23.0
8553,2024-05-15,2255,23,22,23.0
8554,2024-05-16,2255,22,22,22.0
8555,2024-05-17,2255,20,20,20.0
8556,2024-05-18,2255,18,18,18.0
8557,2024-05-19,2255,19,19,19.0
8558,2024-05-20,2255,21,21,21.0
8559,2024-05-21,2255,22,22,22.0
8560,2024-05-22,2255,24,22,24.0
8561,2024-05-23,2255,26,24,26.0
8562,2024-05-24,2255,17,17,17.0
8563,2024-05-25,2255,14,14,14.0
8564,2024-05-26,2255,16,16,16.0
8565,2024-05-27,2255,18,18,18.0
8566,2024-05-28,2255,19,19,19.0
8567,2024-05-29,2255,20,20,20.0
8568,2024-05-30,2255,23,23,23.0
8569,2024-05-31,2255,20,20,20.0
8570,2024-06-01,2255,17,17,17.0
8571,2024-06-02,2255,21,21,21.0
8572,2024-06-03,2255,16,16,16.0
8573,2024-06-04,2255,22,21,22.0
8574,2024-06-05,2255,24,23,24.0
8575,2024-06-06,2255,23,22,23.0
8576,2024-06-07,2255,20,20,20.0
8577,2024-06-08,2255,18,18,18.0
8578,2024-06-09,2255,18,18,18.0
8579,2024-06-10,2255,21,21,21.0
8580,2024-06-11,2255,21,21,21.0
8581,2024-06-12,2255,19,19,19.0
8582,2024-06-13,2255,17,17,17.0
8583,2024-06-14,2255,15,15,15.0
8584,2024-06-15,2255,11,11,11.0
8585,2024-06-16,2255,18,18,18.0
8586,2024-06-17,2255,20,20,20.0
8587,2024-06-18,2255,21,21,21.0
8588,2024-06-19,2255,22,22,22.0
8589,2024-06-20,2255,21,21,21.0
8590,2024-06-21,2255,18,18,18.0
8591,2024-06-22,2255,19,19,19.0
8592,2024-06-23,2255,21,21,21.0
8593,2024-06-24,2255,22,22,22.0
8594,2024-06-25,2255,22,22,22.0
8595,2024-06-26,2255,18,18,18.0
8596,2024-06-27,2255,20,20,20.0
8597,2024-06-28,2255,15,15,15.0
8598,2024-06-29,2255,15,15,15.0
8599,2024-06-30,2255,18,18,18.0
8600,2024-07-01,2255,21,21,21.0
8601,2024-07-02,2255,24,23,24.0
8602,2024-07-03,2255,23,21,23.0
8603,2024-07-04,2255,22,21,22.0
8604,2024-07-05,2255,17,16,17.0
8605,2024-07-06,2255,15,15,15.0
8606,2024-07-07,2255,18,18,18.0
8607,2024-07-08,2255,17,17,17.0
8608,2024-07-09,2255,18,17,18.0
8609,2024-07-10,2255,14,14,14.0
8610,2024-07-11,2255,16,16,16.0
8611,2024-07-12,2255,13,13,13.0
8612,2024-07-13,2255,12,12,12.0
8613,2024-07-14,2255,12,12,12.0
8614,2024-07-15,2255,12,12,12.0
8615,2024-07-16,2255,14,13,14.0
8616,2024-07-17,2255,16,15,16.0
8617,2024-07-18,2255,12,12,12.0
8618,2024-07-19,2255,11,11,11.0
8619,2024-07-20,2255,11,11,11.0
8620,2024-07-21,2255,12,12,12.0
8621,2024-07-22,2255,12,12,12.0
8622,2024-07-23,2255,13,13,13.0
8623,2024-07-24,2255,13,13,13.0
8624,2024-07-25,2255,12,12,12.0
8625,2024-07-26,2255,12,12,12.0
8626,2024-07-27,2255,10,10,10.0
8627,2024-07-28,2255,13,13,13.0
8628,2024-07-29,2255,14,13,14.0
8629,2024-07-30,2255,13,13,13.0
8630,2024-07-31,2255,16,16,16.0
8631,2024-08-01,2255,17,16,17.0
8632,2024-08-02,2255,17,16,17.0
8633,2024-08-03,2255,15,14,15.0
8634,2024-08-04,2255,14,13,14.0
8635,2024-08-05,2255,16,14,16.0
8636,2024-08-06,2255,17,15,16.5
8637,2024-08-07,2255,16,14,16.0
8638,2024-08-08,2255,16,15,16.0
8639,2024-08-09,2255,15,14,14.0
8640,2024-08-10,2255,14,13,14.0
8641,2024-08-11,2255,18,16,17.0
8642,2024-08-12,2255,17,15,16.0
8643,2024-08-13,2255,13,12,13.0
8644,2024-08-14,2255,14,14,14.0
8645,2024-08-15,2255,14,14,14.0
8646,2024-08-16,2255,13,13,13.0
8647,2024-08-17,2255,12,12,12.0
8648,2024-08-18,2255,12,12,12.0
8649,2024-08-19,2255,13,13,13.0
8650,2024-08-20,2255,13,13,13.0
8651,2024-08-21,2255,13,13,13.0
8652,2024-08-22,2255,15,15,15.0
8653,2024-08-23,2255,10,10,10.0
8654,2024-08-24,2255,10,10,10.0
8655,2024-08-25,2255,15,15,15.0
8656,2024-08-26,2255,16,16,16.0
8657,2024-08-27,2255,15,15,15.0
8658,2024-08-28,2255,15,15,15.0
8659,2024-08-29,2255,16,16,16.0
8660,2024-08-30,2255,13,13,13.0
8661,2024-08-31,2255,13,13,13.0
8662,2024-09-01,2255,17,17,17.0
8663,2024-09-02,2255,21,21,21.0
8664,2024-09-03,2255,24,24,24.0
8665,2024-09-04,2255,20,20,20.0
8666,2024-09-05,2255,23,23,23.0
8667,2024-09-06,2255,20,20,20.0
8668,2024-09-07,2255,16,16,16.0
8669,2024-09-08,2255,16,16,16.0
8670,2024-09-09,2255,21,21,21.0
8671,2024-09-10,2255,22,22,22.0
8672,2024-09-11,2255,23,23,23.0
8673,2024-09-12,2255,21,21,21.0
8674,2024-09-13,2255,22,22,22.0
8675,2024-09-14,2255,17,17,17.0
8676,2024-09-15,2255,20,20,20.0
8677,2024-09-16,2255,21,21,21.0
8678,2024-09-17,2255,21,21,21.0
8679,2024-09-18,2255,15,15,15.0
8680,2024-09-19,2255,16,16,16.0
8681,2024-09-20,2255,12,12,12.0
8682,2024-09-21,2255,10,10,10.0
8683,2024-09-22,2255,15,15,15.0
8684,2024-09-23,2255,21,21,21.0
8685,2024-09-24,2255,19,19,19.0
8686,2024-09-25,2255,21,21,21.0
8687,2024-09-26,2255,21,21,21.0
8688,2024-09-27,2255,16,16,16.0
8689,2024-09-28,2255,16,16,16.0
8690,2024-09-29,2255,18,18,18.0
8691,2024-09-30,2255,20,20,20.0
8692,2024-10-01,2255,20,20,20.0
8693,2024-10-02,2255,22,22,22.0
8694,2024-10-03,2255,22,22,22.0
8695,2024-10-04,2255,18,18,18.0
8696,2024-10-05,2255,16,16,16.0
8697,2024-10-06,2255,17,17,17.0
8698,2024-10-07,2255,21,21,21.0
8699,2024-10-08,2255,22,22,22.0
8700,2024-10-09,2255,19,19,19.0
8701,2024-10-10,2255,20,20,20.0
8702,2024-10-11,2255,16,16,16.0
8703,2024-10-12,2255,15,15,15.0
8704,2024-10-13,2255,19,19,19.0
8705,2024-10-14,2255,22,22,22.0
8706,2024-10-15,2255,23,23,23.0
8707,2024-10-16,2255,22,22,22.0
8708,2024-10-17,2255,22,22,22.0
8709,2024-10-18,2255,21,21,21.0
8710,2024-10-19,2255,21,21,21.0
8711,2024-10-20,2255,22,22,22.0
8712,2024-10-21,2255,21,21,21.0
8713,2024-10-22,2255,22,22,22.0
8714,2024-10-23,2255,20,20,20.0
8715,2024-10-24,2255,22,22,22.0
8716,2024-10-25,2255,16,16,16.0
8717,2024-10-26,2255,11,11,11.0
8718,2024-10-27,2255,13,13,13.0
8719,2024-10-28,2255,13,13,13.0
8720,2024-10-29,2255,15,15,15.0
8721,2024-10-30,2255,14,14,14.0
8722,2024-10-31,2255,13,13,13.0
8723,2024-11-01,2255,15,15,15.0
8724,2024-11-02,2255,14,14,14.0
8725,2024-11-03,2255,20,20,20.0
8726,2024-11-04,2255,18,18,18.0
8727,2024-11-05,2255,20,20,20.0
8728,2024-11-06,2255,22,22,22.0
8729,2024-11-07,2255,19,19,19.0
8730,2024-11-08,2255,13,13,13.0
8731,2024-11-09,2255,10,10,10.0
8732,2024-11-10,2255,10,10,10.0
8733,2024-11-11,2255,12,12,12.0
8734,2024-11-12,2255,16,16,16.0
8735,2024-11-13,2255,21,21,21.0
8736,2024-11-14,2255,21,21,21.0
8737,2024-11-15,2255,18,18,18.0
8738,2024-11-16,2255,16,16,16.0
8739,2024-11-17,2255,19,19,19.0
8740,2024-11-18,2255,17,17,17.0
8741,2024-11-19,2255,22,22,22.0
8742,2024-11-20,2255,21,21,21.0
8743,2024-11-21,2255,18,18,18.0
8744,2024-11-22,2255,19,19,19.0
8745,2024-11-23,2255,15,15,15.0
8746,2024-11-24,2255,17,17,17.0
8747,2024-11-25,2255,21,20,21.0
8748,2024-11-26,2255,23,23,23.0
8749,2024-11-27,2255,22,22,22.0
8750,2024-11-28,2255,20,20,20.0
8751,2024-11-29,2255,16,16,16.0
8752,2024-11-30,2255,14,14,14.0
8753,2024-12-01,2255,19,19,19.0
8754,2024-12-02,2255,17,17,17.0
8755,2024-12-03,2255,21,21,21.0
8756,2024-12-04,2255,21,21,21.0
8757,2024-12-05,2255,20,20,20.0
8758,2024-12-06,2255,20,20,20.0
8759,2024-12-07,2255,18,18,18.0
8760,2024-12-08,2255,23,23,23.0
8761,2024-12-09,2255,21,21,21.0
8762,2024-12-10,2255,20,20,20.0
8763,2024-12-11,2255,17,17,17.0
8764,2024-12-12,2255,17,17,17.0
8765,2024-12-13,2255,13,13,13.0
8766,2024-12-14,2255,12,12,12.0
8767,2024-12-15,2255,18,18,18.0
8768,2024-12-16,2255,21,21,21.0
8769,2024-12-17,2255,18,18,18.0
8770,2024-12-18,2255,18,18,18.0
8771,2024-12-19,2255,17,17,17.0
8772,2024-12-20,2255,10,10,10.0
8773,2024-12-21,2255,10,10,10.0
8774,2024-12-22,2255,10,10,10.0
8775,2024-12-23,2255,10,10,10.0
8776,2024-12-24,2255,9,9,9.0
8777,2024-12-25,2255,5,5,5.0
8778,2024-12-26,2255,6,6,6.0
8779,2024-12-27,2255,9,9,9.0
8780,2024-12-28,2255,6,6,6.0
8781,2024-12-29,2255,4,4,4.0
8782,2024-12-30,2255,4,4,4.0
8783,2024-12-31,2255,0,0,0.0
8784,2024-01-01,1510,65,65,65.0
8785,2024-01-02,1510,49,49,49.0
8786,2024-01-03,1510,48,48,48.0
8787,2024-01-04,1510,36,36,36.0
8788,2024-01-05,1510,54,54,54.0
8789,2024-01-06,1510,53,53,53.0
8790,2024-01-07,1510,52,52,52.0
8791,2024-01-08,1510,37,37,37.0
8792,2024-01-09,1510,38,38,38.0
8793,2024-01-10,1510,36,36,36.0
8794,2024-01-11,1510,47,47,47.0
8795,2024-01-12,1510,34,34,34.0
8796,2024-01-13,1510,44,44,44.0
8797,2024-01-14,1510,45,45,45.0
8798,2024-01-15,1510,49,49,49.0
8799,2024-01-16,1510,43,43,43.0
8800,2024-01-17,1510,47,47,47.0
8801,2024-01-18,1510,42,42,42.0
8802,2024-01-19,1510,38,38,38.0
8803,2024-01-20,1510,38,38,38.0
8804,2024-01-21,1510,39,39,39.0
8805,2024-01-22,1510,35,35,35.0
8806,2024-01-23,1510,41,41,41.0
8807,2024-01-24,1510,39,39,39.0
8808,2024-01-25,1510,50,50,50.0
8809,2024-01-26,1510,48,48,48.0
8810,2024-01-27,1510,52,52,52.0
8811,2024-01-28,1510,43,43,43.0
8812,2024-01-29,1510,39,39,39.0
8813,2024-01-30,1510,35,35,35.0
8814,2024-01-31,1510,37,37,37.0
8815,2024-02-01,1510,42,42,42.0
8816,2024-02-02,1510,44,44,44.0
8817,2024-02-03,1510,69,69,69.0
8818,2024-02-04,1510,49,49,49.0
8819,2024-02-05,1510,63,63,63.0
8820,2024-02-06,1510,47,47,47.0
8821,2024-02-07,1510,56,56,56.0
8822,2024-02-08,1510,65,65,65.0
8823,2024-02-09,1510,43,43,43.0
8824,2024-02-10,1510,58,58,58.0
8825,2024-02-11,1510,58,58,58.0
8826,2024-02-12,1510,35,35,35.0
8827,2024-02-13,1510,50,50,50.0
8828,2024-02-14,1510,49,49,49.0
8829,2024-02-15,1510,33,33,33.0
8830,2024-02-16,1510,45,45,45.0
8831,2024-02-17,1510,45,45,45.0
8832,2024-02-18,1510,39,39,39.0
8833,2024-02-19,1510,52,52,52.0
8834,2024-02-20,1510,38,38,38.0
8835,2024-02-21,1510,45,45,45.0
8836,2024-02-22,1510,40,40,40.0
8837,2024-02-23,1510,36,36,36.0
8838,2024-02-24,1510,57,57,57.0
8839,2024-02-25,1510,54,54,54.0
8840,2024-02-26,1510,35,35,35.0
8841,2024-02-27,1510,43,43,43.0
8842,2024-02-28,1510,42,42,42.0
8843,2024-02-29,1510,38,38,38.0
8844,2024-03-01,1510,31,31,31.0
8845,2024-03-02,1510,42,42,42.0
8846,2024-03-03,1510,45,45,45.0
8847,2024-03-04,1510,48,48,48.0
8848,2024-03-05,1510,42,42,42.0
8849,2024-03-06,1510,58,58,58.0
8850,2024-03-07,1510,53,53,53.0
8851,2024-03-08,1510,29,29,29.0
8852,2024-03-09,1510,41,41,41.0
8853,2024-03-10,1510,44,44,44.0
8854,2024-03-11,1510,49,49,49.0
8855,2024-03-12,1510,61,61,61.0
8856,2024-03-13,1510,56,56,56.0
8857,2024-03-14,1510,47,47,47.0
8858,2024-03-15,1510,53,53,53.0
8859,2024-03-16,1510,38,38,38.0
8860,2024-03-17,1510,46,46,46.0
8861,2024-03-18,1510,53,53,53.0
8862,2024-03-19,1510,43,43,43.0
8863,2024-03-20,1510,49,49,49.0
8864,2024-03-21,1510,55,55,55.0
8865,2024-03-22,1510,48,48,48.0
8866,2024-03-23,1510,58,58,58.0
8867,2024-03-24,1510,55,55,55.0
8868,2024-03-25,1510,53,53,53.0
8869,2024-03-26,1510,48,48,48.0
8870,2024-03-27,1510,42,42,42.0
8871,2024-03-28,1510,43,43,43.0
8872,2024-03-29,1510,53,53,53.0
8873,2024-03-30,1510,46,46,46.0
8874,2024-03-31,1510,38,38,38.0
8875,2024-04-01,1510,40,40,40.0
8876,2024-04-02,1510,50,50,50.0
8877,2024-04-03,1510,37,37,37.0
8878,2024-04-04,1510,42,42,42.0
8879,2024-04-05,1510,36,36,36.0
8880,2024-04-06,1510,46,46,46.0
8881,2024-04-07,1510,50,50,50.0
8882,2024-04-08,1510,44,44,44.0
8883,2024-04-09,1510,45,45,45.0
8884,2024-04-10,1510,35,35,35.0
8885,2024-04-11,1510,31,31,31.0
8886,2024-04-12,1510,41,41,41.0
8887,2024-04-13,1510,39,39,39.0
8888,2024-04-14,1510,47,47,47.0
8889,2024-04-15,1510,71,71,71.0
8890,2024-04-16,1510,41,41,41.0
8891,2024-04-17,1510,59,59,59.0
8892,2024-04-18,1510,49,49,49.0
8893,2024-04-19,1510,51,51,51.0
8894,2024-04-20,1510,53,53,53.0
8895,2024-04-21,1510,48,48,48.0
8896,2024-04-22,1510,54,54,54.0
8897,2024-04-23,1510,50,50,50.0
8898,2024-04-24,1510,40,40,40.0
8899,2024-04-25,1510,60,60,60.0
8900,2024-04-26,1510,40,40,40.0
8901,2024-04-27,1510,52,52,52.0
8902,2024-04-28,1510,46,46,46.0
8903,2024-04-29,1510,50,50,50.0
8904,2024-04-30,1510,52,52,52.0
8905,2024-05-01,1510,31,31,31.0
8906,2024-05-02,1510,40,40,40.0
8907,2024-05-03,1510,43,43,43.0
8908,2024-05-04,1510,58,58,58.0
8909,2024-05-05,1510,82,82,82.0
8910,2024-05-06,1510,47,47,47.0
8911,2024-05-07,1510,39,39,39.0
8912,2024-05-08,1510,64,64,64.0
8913,2024-05-09,1510,62,62,62.0
8914,2024-05-10,1510,58,58,58.0
8915,2024-05-11,1510,38,38,38.0
8916,2024-05-12,1510,35,35,35.0
8917,2024-05-13,1510,68,68,68.0
8918,2024-05-14,1510,39,39,39.0
8919,2024-05-15,1510,43,43,43.0
8920,2024-05-16,1510,47,47,47.0
8921,2024-05-17,1510,44,44,44.0
8922,2024-05-18,1510,44,44,44.0
8923,2024-05-19,1510,52,52,52.0
8924,2024-05-20,1510,48,48,48.0
8925,2024-05-21,1510,54,54,54.0
8926,2024-05-22,1510,39,39,39.0
8927,2024-05-23,1510,51,51,51.0
8928,2024-05-24,1510,58,58,58.0
8929,2024-05-25,1510,69,69,69.0
8930,2024-05-26,1510,52,52,52.0
8931,2024-05-27,1510,45,45,45.0
8932,2024-05-28,1510,53,53,53.0
8933,2024-05-29,1510,66,66,66.0
8934,2024-05-30,1510,34,34,34.0
8935,2024-05-31,1510,49,49,49.0
8936,2024-06-01,1510,25,25,25.0
8937,2024-06-02,1510,50,50,50.0
8938,2024-06-03,1510,46,46,46.0
8939,2024-06-04,1510,41,41,41.0
8940,2024-06-05,1510,45,45,45.0
8941,2024-06-06,1510,44,44,44.0
8942,2024-06-07,1510,41,41,41.0
8943,2024-06-08,1510,37,37,37.0
8944,2024-06-09,1510,38,38,38.0
8945,2024-06-10,1510,53,53,53.0
8946,2024-06-11,1510,48,48,48.0
8947,2024-06-12,1510,35,35,35.0
8948,2024-06-13,1510,30,30,30.0
8949,2024-06-14,1510,44,44,44.0
8950,2024-06-15,1510,56,56,56.0
8951,2024-06-16,1510,68,68,68.0
8952,2024-06-17,1510,59,59,59.0
8953,2024-06-18,1510,34,34,34.0
8954,2024-06-19,1510,53,53,53.0
8955,2024-06-20,1510,52,52,52.0
8956,2024-06-21,1510,34,34,34.0
8957,2024-06-22,1510,62,62,62.0
8958,2024-06-23,1510,53,53,53.0
8959,2024-06-24,1510,57,57,57.0
8960,2024-06-25,1510,43,43,43.0
8961,2024-06-26,1510,44,44,44.0
8962,2024-06-27,1510,52,52,52.0
8963,2024-06-28,1510,48,48,48.0
8964,2024-06-29,1510,60,60,60.0
8965,2024-06-30,1510,58,58,58.0
8966,2024-07-01,1510,44,44,44.0
8967,2024-07-02,1510,16,16,16.0
8968,2024-07-03,1510,44,44,44.0
8969,2024-07-04,1510,37,37,37.0
8970,2024-07-05,1510,44,44,44.0
8971,2024-07-06,1510,54,54,54.0
8972,2024-07-07,1510,80,80,80.0
8973,2024-07-08,1510,46,46,46.0
8974,2024-07-09,1510,69,69,69.0
8975,2024-07-10,1510,62,62,62.0
8976,2024-07-11,1510,30,30,30.0
8977,2024-07-12,1510,50,50,50.0
8978,2024-07-13,1510,40,40,40.0
8979,2024-07-14,1510,54,54,54.0
8980,2024-07-15,1510,48,48,48.0
8981,2024-07-16,1510,42,42,42.0
8982,2024-07-17,1510,41,41,41.0
8983,2024-07-18,1510,27,27,27.0
8984,2024-07-19,1510,36,36,36.0
8985,2024-07-20,1510,34,34,34.0
8986,2024-07-21,1510,65,65,65.0
8987,2024-07-22,1510,49,49,49.0
8988,2024-07-23,1510,71,71,71.0
8989,2024-07-24,1510,76,76,76.0
8990,2024-07-25,1510,72,72,72.0
8991,2024-07-26,1510,39,39,39.0
8992,2024-07-27,1510,45,45,45.0
8993,2024-07-28,1510,50,50,50.0
8994,2024-07-29,1510,43,43,43.0
8995,2024-07-30,1510,24,24,24.0
8996,2024-07-31,1510,53,53,53.0
8997,2024-08-01,1510,68,68,68.0
8998,2024-08-02,1510,62,62,62.0
8999,2024-08-03,1510,62,62,62.0
9000,2024-08-04,1510,55,55,55.0
9001,2024-08-05,1510,58,58,58.0
9002,2024-08-06,1510,67,67,67.0
9003,2024-08-07,1510,39,39,39.0
9004,2024-08-08,1510,50,50,50.0
9005,2024-08-09,1510,66,66,66.0
9006,2024-08-10,1510,57,57,57.0
9007,2024-08-11,1510,49,49,49.0
9008,2024-08-12,1510,52,52,52.0
9009,2024-08-13,1510,42,42,42.0
9010,2024-08-14,1510,56,56,56.0
9011,2024-08-15,1510,49,49,49.0
9012,2024-08-16,1510,56,56,56.0
9013,2024-08-17,1510,61,61,61.0
9014,2024-08-18,1510,71,71,71.0
9015,2024-08-19,1510,44,44,44.0
9016,2024-08-20,1510,49,49,49.0
9017,2024-08-21,1510,59,59,59.0
9018,2024-08-22,1510,55,55,55.0
9019,2024-08-23,1510,56,56,56.0
9020,2024-08-24,1510,57,57,57.0
9021,2024-08-25,1510,41,41,41.0
9022,2024-08-26,1510,49,49,49.0
9023,2024-08-27,1510,43,43,43.0
9024,2024-08-28,1510,61,61,61.0
9025,2024-08-29,1510,43,43,43.0
9026,2024-08-30,1510,41,41,41.0
9027,2024-08-31,1510,49,49,49.0
9028,2024-09-01,1510,46,46,46.0
9029,2024-09-02,1510,45,45,45.0
9030,2024-09-03,1510,50,50,50.0
9031,2024-09-04,1510,24,24,24.0
9032,2024-09-05,1510,47,47,47.0
9033,2024-09-06,1510,43,43,43.0
9034,2024-09-07,1510,38,38,38.0
9035,2024-09-08,1510,51,51,51.0
9036,2024-09-09,1510,58,58,58.0
9037,2024-09-10,1510,51,51,51.0
9038,2024-09-11,1510,44,44,44.0
9039,2024-09-12,1510,41,41,41.0
9040,2024-09-13,1510,39,39,39.0
9041,2024-09-14,1510,59,59,59.0
9042,2024-09-15,1510,44,44,44.0
9043,2024-09-16,1510,39,39,39.0
9044,2024-09-17,1510,45,45,45.0
9045,2024-09-18,1510,34,34,34.0
9046,2024-09-19,1510,47,47,47.0
9047,2024-09-20,1510,39,39,39.0
9048,2024-09-21,1510,54,54,54.0
9049,2024-09-22,1510,70,70,70.0
9050,2024-09-23,1510,39,39,39.0
9051,2024-09-24,1510,33,33,33.0
9052,2024-09-25,1510,47,47,47.0
9053,2024-09-26,1510,50,50,50.0
9054,2024-09-27,1510,41,41,41.0
9055,2024-09-28,1510,48,48,48.0
9056,2024-09-29,1510,58,58,58.0
9057,2024-09-30,1510,48,48,48.0
9058,2024-10-01,1510,47,47,47.0
9059,2024-10-02,1510,42,42,42.0
9060,2024-10-03,1510,59,59,59.0
9061,2024-10-04,1510,69,69,69.0
9062,2024-10-05,1510,69,69,69.0
9063,2024-10-06,1510,53,53,53.0
9064,2024-10-07,1510,55,55,55.0
9065,2024-10-08,1510,51,51,51.0
9066,2024-10-09,1510,50,50,50.0
9067,2024-10-10,1510,61,61,61.0
9068,2024-10-11,1510,32,32,32.0
9069,2024-10-12,1510,66,66,66.0
9070,2024-10-13,1510,72,72,72.0
9071,2024-10-14,1510,69,69,69.0
9072,2024-10-15,1510,41,41,41.0
9073,2024-10-16,1510,46,46,46.0
9074,2024-10-17,1510,43,43,43.0
9075,2024-10-18,1510,51,51,51.0
9076,2024-10-19,1510,48,48,48.0
9077,2024-10-20,1510,45,45,45.0
9078,2024-10-21,1510,63,63,63.0
9079,2024-10-22,1510,71,71,71.0
9080,2024-10-23,1510,41,41,41.0
9081,2024-10-24,1510,58,58,58.0
9082,2024-10-25,1510,53,53,53.0
9083,2024-10-26,1510,61,61,61.0
9084,2024-10-27,1510,57,57,57.0
9085,2024-10-28,1510,58,58,58.0
9086,2024-10-29,1510,60,60,60.0
9087,2024-10-30,1510,61,61,61.0
9088,2024-10-31,1510,65,65,65.0
9089,2024-11-01,1510,58,58,58.0
9090,2024-11-02,1510,40,40,40.0
9091,2024-11-03,1510,72,72,72.0
9092,2024-11-04,1510,52,52,52.0
9093,2024-11-05,1510,58,58,58.0
9094,2024-11-06,1510,51,51,51.0
9095,2024-11-07,1510,48,48,48.0
9096,2024-11-08,1510,38,38,38.0
9097,2024-11-09,1510,60,60,60.0
9098,2024-11-10,1510,41,41,41.0
9099,2024-11-11,1510,35,35,35.0
9100,2024-11-12,1510,45,45,45.0
9101,2024-11-13,1510,47,47,47.0
9102,2024-11-14,1510,39,39,39.0
9103,2024-11-15,1510,63,63,63.0
9104,2024-11-16,1510,64,64,64.0
9105,2024-11-17,1510,67,67,67.0
9106,2024-11-18,1510,60,60,60.0
9107,2024-11-19,1510,41,41,41.0
9108,2024-11-20,1510,32,32,32.0
9109,2024-11-21,1510,35,35,35.0
9110,2024-11-22,1510,47,47,47.0
9111,2024-11-23,1510,54,54,54.0
9112,2024-11-24,1510,57,57,57.0
9113,2024-11-25,1510,59,59,59.0
9114,2024-11-26,1510,61,61,61.0
9115,2024-11-27,1510,46,46,46.0
9116,2024-11-28,1510,57,57,57.0
9117,2024-11-29,1510,61,61,61.0
9118,2024-11-30,1510,55,55,55.0
9119,2024-12-01,1510,61,61,61.0
9120,2024-12-02,1510,53,53,53.0
9121,2024-12-03,1510,54,54,54.0
9122,2024-12-04,1510,61,61,61.0
9123,2024-12-05,1510,47,47,47.0
9124,2024-12-06,1510,43,43,43.0
9125,2024-12-07,1510,35,35,35.0
9126,2024-12-08,1510,55,55,55.0
9127,2024-12-09,1510,50,49,49.5
9128,2024-12-10,1510,40,40,40.0
9129,2024-12-11,1510,42,42,42.0
9130,2024-12-12,1510,46,46,46.0
9131,2024-12-13,1510,46,46,46.0
9132,2024-12-14,1510,51,51,51.0
9133,2024-12-15,1510,51,51,51.0
9134,2024-12-16,1510,58,58,58.0
9135,2024-12-17,1510,67,67,67.0
9136,2024-12-18,1510,47,47,47.0
9137,2024-12-19,1510,74,74,74.0
9138,2024-12-20,1510,39,39,39.0
9139,2024-12-21,1510,67,67,67.0
9140,2024-12-22,1510,46,46,46.0
9141,2024-12-23,1510,26,26,26.0
9142,2024-12-24,1510,24,24,24.0
9143,2024-12-25,1510,44,44,44.0
9144,2024-12-26,1510,48,48,48.0
9145,2024-12-27,1510,47,47,47.0
9146,2024-12-28,1510,63,63,63.0
9147,2024-12-29,1510,57,57,57.0
9148,2024-12-30,1510,46,46,46.0
9149,2024-12-31,1510,39,39,39.0
9150,2024-01-01,1543,0,0,0.0
9151,2024-01-02,1543,0,0,0.0
9152,2024-01-03,1543,0,0,0.0
9153,2024-01-04,1543,0,0,0.0
9154,2024-01-05,1543,0,0,0.0
9155,2024-01-06,1543,0,0,0.0
